ID,Sender_IP,Sender_Port,Target_IP,Target_Port,Transport_Protocol,Duration,AvgDuration,PBS,AvgPBS,TBS,PBR,AvgPBR,TBR,Missed_Bytes,Packets_Sent,Packets_Received,SRPR,class
10.42.0.151-119.146.74.31-40320-443-6,158.65.110.24,49417,158.65.12.103,53,2,0,0.012398725,61,38.84084292,0,106,141.052849,0,0,0,0,0,1
10.42.0.211-10.42.0.1-58693-53-17,192.168.5.122,30565,198.164.30.2,53,2,0.02,0.218568665,51,48.01844964,79,236,234.3900461,264,0,1,1,1,0
8.0.6.4-8.6.0.1-0-0-0,172.16.2.11,32245,93.81.69.106,29719,2,33.33,35.37909091,100,113.8181818,212,8,141.7272727,120,0,4,4,1,0
10.42.0.211-10.42.0.1-65502-53-17,123.238.137.171,15750,192.168.2.107,58040,2,72.65,34.28125,133177,48751,136565,2307,827.375,4939,0,121,94,0.776859504,0
172.217.7.2-10.42.0.211-443-34107-6,172.16.0.11,13511,205.188.159.57,25,1,0.09,0.10625,1173,1085.625,1621,188,188,716,0,11,13,1.181818182,0
10.42.0.151-52.84.64.50-44917-443-6,192.168.5.122,37485,198.164.30.2,53,2,0.66,0.218568665,46,48.01844964,74,107,234.3900461,135,0,1,1,1,1
174.35.73.135-10.42.0.211-80-42006-6,147.32.84.180,1580,174.37.196.55,80,1,2.6,2.685888689,0,14.15918612,96,0,0,0,0,2,0,0,1
10.42.0.42-62.138.0.117-59185-80-6,158.65.110.24,54270,178.73.224.2,80,1,0.36,0.413057065,206,192.7608696,474,1317,1185.293478,1585,1523,5,5,1,1
151.101.45.140-10.42.0.211-443-48551-6,172.16.2.11,18101,10.0.0.254,53,2,0.03,0.725262759,30,86.91753748,58,172,189.2577616,200,0,1,1,1,0
172.217.11.10-10.42.0.211-443-38622-6,158.65.110.24,45992,158.65.12.103,53,2,0,0.012398725,55,38.84084292,0,100,141.052849,0,0,0,0,0,1
203.205.151.47-10.42.0.42-80-43849-6,147.32.84.180,1083,193.23.181.44,80,1,2.86,2.462196399,0,23.57119476,96,0,13.67954173,0,0,2,0,0,1
203.205.147.229-10.42.0.211-80-58479-6,147.32.84.180,1100,141.146.126.228,25,1,0,1.485,0,0,96,0,0,0,0,2,0,0,1
220.181.7.190-10.42.0.211-443-39891-6,147.32.84.160,13783,184.173.217.40,443,1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
10.42.0.42-31.13.71.3-55419-443-6,122.164.17.199,22492,172.16.0.11,22252,2,0.06,11.53466667,31,43.66666667,143,52,29.86666667,136,0,4,3,0.75,0
203.90.242.126-10.42.0.211-80-55034-6,172.16.0.11,6941,66.218.67.33,25,1,0.09,0.103333333,1207,1139,1655,188,188,716,0,11,13,1.181818182,0
202.77.129.150-10.42.0.211-80-42554-6,172.16.0.11,1993,69.20.60.123,25,1,0.08,0.11,958,1098.333333,1406,188,188,716,0,11,13,1.181818182,0
180.163.255.159-10.42.0.211-80-58959-6,172.16.2.11,2772,10.0.0.254,53,2,0.05,0.725262759,32,86.91753748,60,48,189.2577616,76,0,1,1,1,0
172.217.11.14-10.42.0.151-443-38123-17,59.95.235.109,32254,172.16.0.11,22252,2,6.28,10.40071429,25,58,53,27,35.42857143,83,0,1,2,2,0
172.217.10.106-10.42.0.42-443-45899-6,192.168.4.118,1061,202.53.21.212,80,1,0.47,0.496534653,63,63.71287129,271,516,516.3663366,724,0,5,5,1,1
10.42.0.211-74.6.105.13-56467-443-6,158.65.110.24,49475,158.65.12.103,53,2,0,0.012398725,34,38.84084292,62,86,141.052849,0,0,1,0,0,1
172.217.10.14-10.42.0.151-443-49672-6,212.117.171.138,65500,147.32.84.160,3018,1,4.63,11.4,0,2262.578947,80,0,35856.05263,160,0,2,4,2,1
10.42.0.211-121.41.62.82-44183-1088-6,192.168.2.109,1675,192.168.5.122,110,1,0.14,5.206059655,39,2138.502355,407,68,8946.871272,792,0,9,16,1.777777778,0
10.42.0.211-72.30.3.43-52500-443-6,192.168.5.122,28321,198.164.30.2,53,2,0.14,0.218568665,53,48.01844964,81,188,234.3900461,216,0,1,1,1,0
198.54.12.127-10.42.0.211-443-36128-6,192.168.1.105,18748,74.254.109.143,443,1,11.67,6.730666667,451,335.3333333,1699,59853,22519.8,61941,0,31,52,1.677419355,0
10.42.0.211-10.42.0.1-23316-53-17,192.168.2.109,2805,65.54.81.169,80,1,6.61,45.98142857,158,405,446,1026,33329.57143,1194,0,7,4,0.571428571,1
10.42.0.211-23.194.140.226-60513-80-6,66.249.73.56,49795,158.65.110.24,80,1,0.9,0.904045894,244,243.5615942,772,9099,9547.653986,9523,244,10,8,0.8,1
10.42.0.151-52.86.21.31-47967-443-6,172.16.2.11,32245,189.181.243.38,13190,2,55.01,31.53625,150,88.5,318,4,15.75,60,0,6,2,0.333333333,0
10.42.0.211-10.42.0.1-27859-53-17,192.168.5.122,19284,198.164.30.2,53,2,0.78,0.218568665,44,48.01844964,72,200,234.3900461,228,0,1,1,1,1
172.217.3.101-10.42.0.151-443-55782-6,147.32.84.150,3190,143.215.130.120,25,1,0,1.496666667,0,0,96,0,0,0,0,2,0,0,1
172.217.7.174-10.42.0.42-443-35937-6,158.65.110.24,48090,158.65.12.103,53,2,0,0.012398725,55,38.84084292,0,100,141.052849,0,0,0,0,0,1
10.42.0.211-10.42.0.1-33714-53-17,147.32.84.180,2079,147.32.80.9,53,2,0.27,9.772956204,56,356.4854015,112,283,927.129562,311,0,2,1,0.5,1
10.42.0.151-31.13.71.52-55031-80-6,192.168.2.107,2048,92.126.24.44,44817,1,20.42,31.23125,98,134.325,356,79,36118.175,159,0,4,2,0.5,0
10.42.0.42-95.213.11.181-38306-80-6,158.65.110.24,47825,199.59.150.39,80,1,0.57,0.358676043,155,149.6818623,423,1286,1259.152764,1554,1441,5,5,1,1
172.217.6.226-10.42.0.211-443-57685-6,147.32.84.160,9199,184.173.217.40,443,1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
156.154.136.36-10.42.0.211-443-52181-6,158.65.110.24,41751,199.59.148.82,80,1,0.95,0.34587741,155,149.5575877,423,1285,1254.047949,1553,1440,5,5,1,1
172.217.3.106-10.42.0.211-443-40816-6,147.32.84.160,15325,216.157.130.15,25,1,0,1.499940828,0,0,96,0,0,0,0,2,0,0,1
216.58.219.226-10.42.0.151-443-48350-6,172.16.0.11,22252,62.217.144.116,20232,2,17.12,13.736,54,52.8,166,52,37.4,136,0,4,3,0.75,0
10.42.0.151-10.42.0.1-9423-53-17,147.32.84.170,1593,124.146.225.144,22,1,0,1.5,0,0,96,0,0,0,0,2,0,0,1
10.42.0.151-10.42.0.1-41721-53-17,172.16.2.11,32245,146.83.198.15,24122,2,22.83,37.46421053,75,108.2105263,159,6,41.68421053,90,0,3,3,1,0
10.42.0.211-10.42.0.1-14284-53-17,192.168.3.116,4959,192.168.5.122,80,1,0,5.268131313,0,302.8333333,40,0,8930.106061,80,0,1,2,2,0
8.0.6.4-8.6.0.1-0-0-0,172.16.2.11,2525,10.0.0.254,53,2,0.05,0.725262759,27,86.91753748,55,158,189.2577616,186,0,1,1,1,0
10.42.0.151-10.42.0.1-45581-53-17,172.16.2.11,32245,75.40.74.69,31722,2,22.83,30.26947368,75,131.4210526,159,4,77.47368421,60,0,3,2,0.666666667,0
172.217.10.131-10.42.0.151-443-35397-6,158.65.110.24,50091,158.65.12.103,53,2,0.01,0.012398725,29,38.84084292,57,227,141.052849,0,0,1,0,0,1
180.149.138.210-10.42.0.211-80-41332-6,147.32.84.160,5117,184.173.217.40,443,1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
209.10.120.26-10.42.0.211-80-59689-6,172.16.2.112,4868,203.69.42.35,80,1,3.98,4.215254237,82,75.74576271,300,7300,4460.700565,88,7382,7,2,0.285714286,0
10.42.0.211-123.125.29.138-41121-80-6,158.65.110.24,33287,199.59.150.7,80,1,0.21,0.335693046,155,149.9625899,423,1287,1259.629736,1555,1442,5,5,1,1
172.217.11.10-10.42.0.151-443-41397-6,192.168.5.122,22362,198.164.30.2,53,2,0.04,0.218568665,49,48.01844964,77,184,234.3900461,212,0,1,1,1,1
10.42.0.42-52.71.92.11-40627-443-6,172.16.2.11,32245,123.236.36.233,13374,2,10.98,11.035,50,50,106,0,0,0,0,2,0,0,0
10.42.0.151-10.42.0.1-32110-53-17,192.168.4.120,4806,74.63.40.21,80,1,0,9.38839172,0,84.3566879,40,0,165839.6162,40,0,1,1,1,1
203.90.242.126-10.42.0.42-443-52736-6,147.32.84.170,1658,111.89.137.247,80,1,2.61,2.61,0,0,336,0,0,128,0,8,3,0.375,1
172.217.3.106-10.42.0.211-443-48245-6,147.32.84.160,1264,184.173.217.40,443,1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
172.217.11.8-10.42.0.211-443-52261-6,147.32.84.160,1974,124.123.147.161,6667,1,3,2,0,0,192,0,0,0,0,4,0,0,1
10.42.0.211-23.208.218.4-57722-443-6,192.168.3.116,3834,63.245.217.40,443,1,3.28,6.105,0,395,120,0,34738,0,0,3,0,0,0
180.149.138.197-10.42.0.211-80-60439-6,192.168.2.112,2469,192.168.5.122,110,1,0.01,2.331114313,41,160.9212296,369,68,4695.48511,792,0,8,16,2,1
10.42.0.211-10.42.0.1-47296-53-17,192.168.3.117,3053,192.168.5.122,80,1,12.93,5.615984,157,5540.112,445,1556,6727.8592,3624,0,7,12,1.714285714,1
10.42.0.1-10.42.0.42-53-31445-17,147.32.84.160,1444,65.55.92.152,25,1,2.96,1.483548387,0,0,192,0,0,0,0,4,0,0,1
10.42.0.211-10.42.0.1-31079-53-17,192.168.1.101,3434,174.120.43.124,80,1,0.07,15.70185535,57,358.0078616,137,0,44173.50314,80,0,2,2,1,0
180.149.136.194-10.42.0.211-80-41632-6,192.168.2.109,2379,213.155.64.209,80,1,10.85,4.902882883,154,111.9009009,442,492,188.1621622,700,0,7,5,0.714285714,1
157.240.18.36-10.42.0.211-443-40436-6,192.168.3.116,4795,88.198.182.92,80,1,1.12,1.020833333,110,144.7833333,318,293,424.8,501,0,5,5,1,1
183.79.248.252-10.42.0.151-443-57234-6,192.168.4.119,4555,192.168.5.122,22,1,5.44,4.672058824,654,243.1139706,1022,1679,6917.898897,4422,0,9,27,3,1
172.217.11.36-10.42.0.211-443-39169-6,172.16.2.113,3845,203.84.202.164,80,1,21.3,20.57467787,77,76.56862745,212,0,147.2268908,176,0,5,4,0.8,0
222.73.28.96-10.42.0.211-80-37089-6,192.168.5.122,50040,198.164.30.2,53,2,0.26,0.218568665,46,48.01844964,74,429,234.3900461,457,0,1,1,1,0
10.42.0.211-50.18.248.150-44570-443-6,192.168.5.122,63741,198.164.30.2,53,2,0.01,0.218568665,48,48.01844964,76,201,234.3900461,229,0,1,1,1,1
202.77.129.185-10.42.0.151-80-51059-6,158.65.110.24,47837,158.65.12.103,53,2,0,0.012398725,55,38.84084292,0,100,141.052849,0,0,0,0,0,1
172.217.12.194-10.42.0.211-443-37390-6,147.32.84.130,3058,147.32.80.169,135,1,0,0,0,0,96,0,0,0,0,2,0,0,1
10.42.0.151-31.13.80.5-44623-443-6,147.32.84.160,12532,184.173.217.40,443,1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
203.90.242.126-10.42.0.211-443-55483-6,147.32.84.160,1663,147.32.80.9,53,2,0,0.839704755,50,106.0653595,106,443,392.7018256,471,0,2,1,0.5,1
10.42.0.42-106.39.162.36-33690-80-6,192.168.3.117,4824,149.7.36.148,80,1,0.47,5.663333333,0,204.1666667,80,0,22098.73333,80,0,2,2,1,0
10.42.0.211-66.198.178.90-42393-443-6,192.168.2.108,3950,203.73.24.75,80,1,0.48,0.668253425,92,106.9760274,340,2473,4743.208904,2721,0,6,6,1,0
10.42.0.151-10.42.0.1-18122-53-17,192.168.1.103,4317,192.168.1.101,139,1,0.04,0.115057471,981,1038.189655,1429,711,834.2758621,1119,0,11,10,0.909090909,1
10.42.0.211-10.42.0.1-31069-53-17,172.16.2.11,6231,10.0.0.254,53,2,0.13,0.725262759,44,86.91753748,72,60,189.2577616,88,0,1,1,1,0
172.217.10.99-10.42.0.211-443-45991-6,192.168.3.117,1813,142.176.121.212,80,1,0.01,13.20166667,0,383.6666667,40,0,2290,40,0,1,1,1,0
10.42.0.211-10.42.0.1-62802-53-17,158.65.110.24,37059,158.65.12.103,53,2,0,0.012398725,29,38.84084292,57,101,141.052849,0,0,1,0,0,1
10.42.0.151-104.254.66.16-56939-80-6,172.16.0.11,10078,212.95.7.75,53,2,0.08,0.2640539,37,35.32282745,65,291,243.6849378,319,0,1,1,1,0
10.42.0.42-66.231.239.125-55477-443-6,192.168.1.101,4953,74.55.1.4,80,1,12.23,14.37256959,750,281.7012848,2118,45193,10392.83084,46921,0,34,43,1.264705882,1
10.42.0.151-14.29.93.243-51055-80-6,147.32.84.180,2150,72.20.15.61,80,1,3.17,2.781725516,0,10.25183211,168,0,3.656229181,128,0,4,3,0.75,1
180.149.153.234-10.42.0.42-80-32781-6,192.168.1.101,1189,63.236.73.177,80,1,2.05,4.825,237,255.8333333,437,3732,3942.5,3852,0,5,3,0.6,0
184.169.166.225-10.42.0.211-443-47884-6,147.32.84.180,3136,209.85.143.27,25,1,0,1.592832817,0,0,96,0,0,0,0,2,0,0,1
172.217.3.97-10.42.0.211-443-35079-6,192.168.1.103,3786,76.13.6.175,80,1,0.21,1.049553571,67,82.32142857,435,10956,24881.0625,11364,0,9,10,1.111111111,1
172.217.12.170-10.42.0.42-443-48022-6,192.168.1.104,16018,174.35.52.80,80,1,5.65,34.94585014,194,588.2190202,482,2390,15953.97983,2718,0,7,8,1.142857143,0
216.58.217.100-10.42.0.211-443-33946-6,172.16.0.11,22252,86.70.62.113,19963,2,0.3,7.2025,25,39.58333333,53,2,2.5,30,0,1,1,1,0
172.217.9.238-10.42.0.151-443-42135-6,192.168.1.104,20523,203.73.24.75,80,1,1.34,0.737964072,74,97.36327345,642,24918,7469.856287,25766,0,14,21,1.5,1
239.255.255.250-10.42.0.1-1900-35648-17,147.32.84.180,4269,216.157.130.15,25,1,2.91,2.972,0,0,96,0,0,0,0,2,0,0,1
220.170.182.31-10.42.0.211-443-37057-6,192.168.2.106,3444,208.111.161.254,80,1,6.42,1.303388704,76,75.07973422,324,3165,2408.475083,3413,0,6,6,1,0
222.73.28.96-10.42.0.211-80-34327-6,192.168.2.112,1382,69.192.24.166,443,1,4.45,5.893888889,1042,431.2777778,1810,17840,5041.75,18648,0,19,20,1.052631579,1
180.149.136.194-10.42.0.151-80-56005-6,192.168.1.101,4376,75.101.147.64,80,1,66.08,42.83006289,111,166.7798742,6359,389519,109767.2138,400887,0,156,284,1.820512821,0
10.42.0.211-54.225.195.136-54068-443-6,192.168.2.112,1539,208.109.138.5,80,1,0.65,4.513529412,75,145.4117647,155,0,1183.794118,40,0,2,1,0.5,0
172.217.11.42-10.42.0.151-443-39138-6,147.32.84.160,1283,216.157.130.15,25,1,3,1.499940828,0,0,192,0,0,0,0,4,0,0,1
10.42.0.211-64.71.142.110-42466-443-6,158.65.110.24,39461,208.209.50.19,80,1,0.05,0.046666667,0,0,216,0,0,164,0,4,3,0.75,1
172.217.3.110-10.42.0.211-443-51361-6,172.16.2.11,1171,10.0.0.254,53,2,33.69,0.725262759,3567,86.91753748,6479,6840,189.2577616,9668,0,104,101,0.971153846,0
172.217.12.206-10.42.0.151-443-54584-6,83.41.36.75,31713,172.16.0.11,22252,2,12.14,27.70333333,4,4,60,25,50,53,0,2,1,0.5,0
10.42.0.211-115.239.210.141-60997-80-6,147.32.84.160,2213,98.139.214.154,25,1,0,1.511666667,0,0,96,0,0,0,0,2,0,0,1
10.42.0.211-52.84.29.134-60619-443-6,192.168.2.111,2052,76.74.250.140,80,1,14.36,12.47188312,266,394.3636364,474,462,66967.1039,590,0,5,3,0.6,1
239.255.255.250-10.42.0.1-1900-59688-17,172.16.2.11,32245,83.10.226.32,9917,2,10.85,10.85,50,50,106,0,0,0,0,2,0,0,0
8.43.72.77-10.42.0.211-443-50370-6,192.168.1.101,1526,69.89.31.122,80,1,0,15.22903226,0,180.8774194,40,0,7872.896774,40,0,1,1,1,1
180.149.138.210-10.42.0.211-80-33332-6,147.32.84.160,12413,74.125.93.27,25,1,3,1.496552288,0,0,192,0,0,0,0,4,0,0,1
10.42.0.42-104.237.191.1-35397-443-6,158.65.110.24,46461,199.59.150.39,80,1,0.23,0.358676043,156,149.6818623,424,1286,1259.152764,1554,1442,5,5,1,1
172.217.3.104-10.42.0.211-443-44643-6,147.32.84.170,1148,111.89.136.137,22,1,3,1.876666667,0,0,192,0,0,0,0,4,0,0,1
10.42.0.211-59.38.112.48-45491-443-6,158.65.110.24,38253,158.65.12.103,53,2,0,0.012398725,29,38.84084292,57,227,141.052849,0,0,1,0,0,1
10.42.0.211-10.42.0.1-59444-53-17,172.16.2.11,32245,193.33.146.219,11873,2,22.44,27.75,75,87.5,159,6,38.2,90,0,3,3,1,0
10.42.0.151-119.146.74.33-41900-443-6,158.65.110.24,53783,158.65.12.103,53,2,0,0.012398725,29,38.84084292,57,227,141.052849,0,0,1,0,0,1
172.217.10.98-10.42.0.211-443-35505-6,192.168.2.106,3356,208.116.9.82,80,1,0.13,0.4143058,64,64.69595782,312,1666,9420.550088,1914,0,6,6,1,0
172.217.3.106-10.42.0.211-443-38929-6,192.168.2.106,3253,66.150.120.131,80,1,1.71,2.579090909,59,51.36363636,267,275,6606.818182,479,0,5,5,1,0
10.42.0.151-104.88.89.135-44047-443-6,147.32.84.180,2330,117.96.96.152,6667,1,2.95,2.245,0,0,96,0,0,0,0,2,0,0,1
10.42.0.151-10.42.0.1-3220-53-17,147.32.96.45,2164,147.32.84.180,21,1,0,0.040793651,0,0,60,0,0,80,0,1,2,2,1
172.217.10.10-10.42.0.211-443-54848-6,192.168.2.109,2231,66.150.117.33,80,1,0.13,0.794,133,130.4,341,517,512.7333333,685,0,5,4,0.8,1
10.42.0.1-10.42.0.42-53-24245-17,172.16.2.11,32245,87.120.178.98,23968,2,44.07,34.08827586,131,110.0689655,355,81,49.55172414,249,0,8,6,0.75,0
10.42.0.211-120.55.89.238-42497-8977-6,147.32.84.180,3688,64.12.139.193,25,1,0,1.643556086,0,0,96,0,0,0,0,2,0,0,1
10.42.0.211-47.89.69.217-33936-80-6,192.168.4.120,3092,192.150.18.60,80,1,0.7,2.676470588,294,77.52941176,662,6201,17316.29412,6609,0,9,10,1.111111111,1
172.217.6.202-10.42.0.211-443-34280-6,192.168.5.122,16753,198.164.30.2,53,2,0.02,0.218568665,46,48.01844964,74,384,234.3900461,412,0,1,1,1,1
203.205.158.34-10.42.0.211-80-54355-6,192.168.5.122,32409,198.164.30.2,53,2,0.14,0.218568665,44,48.01844964,72,99,234.3900461,127,0,1,1,1,1
192.229.173.173-10.42.0.211-80-39811-6,192.168.3.117,4855,72.14.204.103,80,1,1.78,5.851578947,99,227.1929825,459,11227,31610.75439,11627,0,9,10,1.111111111,0
10.42.0.211-10.42.0.1-47696-53-17,192.168.2.106,3044,203.73.24.75,80,1,0.53,0.62600551,90,102.4132231,298,891,5550.330579,1099,0,5,5,1,0
10.42.0.151-10.42.0.1-39165-53-17,147.32.84.170,4494,209.13.103.239,22,1,3,1.5,0,0,192,0,0,0,0,4,0,0,1
174.35.73.134-10.42.0.211-80-38587-6,172.16.0.11,9547,209.59.180.234,25,1,0.09,0.09,1029,1029,1477,188,188,716,0,11,13,1.181818182,0
172.217.12.195-10.42.0.211-443-52817-6,192.168.3.116,4732,62.116.163.221,80,1,1.11,0.968533937,57,57.59728507,265,1250,1128.150226,1458,0,5,5,1,0
209.10.120.26-10.42.0.211-80-43412-6,147.32.84.180,1339,209.85.225.27,25,1,3,1.674977503,0,0,192,0,0,0,0,4,0,0,1
10.42.0.211-106.11.92.16-35048-443-6,158.65.110.24,51847,158.65.12.103,53,2,0,0.012398725,29,38.84084292,57,101,141.052849,0,0,1,0,0,1
172.217.6.234-10.42.0.151-443-41635-6,147.32.84.180,3377,193.23.181.44,179,1,3.01,2.462196399,0,23.57119476,96,0,13.67954173,0,0,2,0,0,1
172.217.7.10-10.42.0.211-443-40649-6,192.168.3.115,3916,74.220.195.150,80,1,0.67,2.605589226,69,109.9848485,637,25627,11775.58249,26475,0,14,21,1.5,0
198.11.190.8-10.42.0.151-443-44073-6,192.168.2.109,4583,192.168.5.122,80,1,0.17,5.206059655,61,2138.502355,629,28748,8946.871272,59272,0,14,44,3.142857143,1
10.42.0.1-10.42.0.42-53-64361-17,192.168.4.120,1086,65.61.156.43,80,1,0.38,1.7245,83,87.25,291,606,575.7,814,0,5,5,1,1
10.42.0.1-10.42.0.42-53-5214-17,147.32.84.160,16326,184.173.217.40,443,1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
172.217.9.238-10.42.0.151-443-41018-6,192.168.2.108,2276,74.55.1.4,80,1,8.78,7.389701789,124,160.9065606,324,1171,6069.379722,1331,0,5,4,0.8,0
10.42.0.151-10.42.0.1-19146-53-17,147.32.84.160,16948,184.173.217.40,443,1,0.15,0.159373278,0,0,96,0,0,40,0,2,1,0.5,1
10.42.0.151-108.174.11.1-42423-443-6,192.168.1.101,1979,66.150.117.25,80,1,0.13,0.12875,172,167,420,580,558.5,788,0,6,5,0.833333333,0
10.42.0.42-108.174.10.10-46775-443-6,41.248.11.21,19902,172.16.0.11,22252,2,2.14,12.310625,27,46.6875,83,27,31.375,83,0,2,2,1,0
10.42.0.211-64.71.142.124-57289-443-6,158.65.110.24,54890,158.65.12.103,53,2,0,0.012398725,29,38.84084292,57,101,141.052849,0,0,1,0,0,1
219.142.78.217-10.42.0.211-80-52164-6,158.65.110.24,51964,178.73.224.2,80,1,0.36,0.413057065,206,192.7608696,474,1317,1185.293478,1585,1523,5,5,1,1
10.42.0.211-64.71.142.120-60649-443-6,192.168.3.117,3022,64.62.209.218,80,1,0.11,8.6875,77,117.0625,157,0,2660.15625,80,0,2,2,1,0
172.217.3.110-10.42.0.42-443-57888-6,192.168.4.119,2350,203.73.24.75,80,1,0.56,1.125390995,106,95.14218009,354,4072,6479.913507,4320,0,6,6,1,0
10.42.0.211-10.42.0.1-45413-53-17,192.168.3.116,1432,74.117.115.80,80,1,0.66,0.973333333,71,73.66666667,279,494,12753.16667,702,0,5,5,1,1
172.217.10.3-10.42.0.151-80-56186-6,192.168.2.112,2141,68.178.178.97,80,1,0,22.34588957,0,1092.886503,40,0,1176226.491,40,0,1,1,1,0
10.42.0.1-10.42.0.42-53-43341-17,147.32.84.180,1062,94.95.56.138,3128,1,3,0.386,0,0,192,0,0,0,0,4,0,0,1
10.42.0.211-10.42.0.1-25530-53-17,192.168.2.110,1932,192.168.5.122,21,1,0.41,7.035222672,1316,204.537112,3404,1177,7085.446694,6690,0,52,108,2.076923077,1
183.3.235.80-10.42.0.211-80-46927-6,172.16.2.11,32245,190.86.56.229,24015,2,21.5,21.51,75,72.28571429,159,4,14.14285714,60,0,3,2,0.666666667,0
10.42.0.211-64.71.142.124-43427-443-6,158.65.110.24,40134,158.65.12.103,53,2,0.01,0.012398725,29,38.84084292,57,227,141.052849,0,0,1,0,0,1
172.217.9.234-10.42.0.42-443-52382-6,192.168.2.111,4221,97.74.104.201,80,1,0.13,3.666829268,0,146.3414634,80,0,81763.19512,80,0,2,2,1,0
172.217.12.138-10.42.0.151-443-40651-6,158.65.110.24,50649,199.59.148.82,80,1,0.22,0.34587741,155,149.5575877,423,1203,1254.047949,1471,1358,5,5,1,1
8.8.8.8-10.42.0.151-53-48163-17,147.32.84.180,4568,205.188.103.1,25,1,2.96,1.628115942,0,0,96,0,0,0,0,2,0,0,1
172.217.11.14-10.42.0.42-443-54904-6,192.168.5.122,21348,198.164.30.2,53,2,0.33,0.218568665,43,48.01844964,71,94,234.3900461,122,0,1,1,1,1
10.42.0.42-59.38.112.48-46197-443-6,192.168.4.120,4184,208.87.33.151,80,1,2.55,2.635454545,0,24.36363636,80,0,434.9090909,0,0,2,0,0,1
216.58.212.163-10.42.0.151-443-51934-6,192.168.2.109,3824,203.73.24.75,80,1,0.47,1.355411481,87,92.436188,295,569,9696.138956,777,0,5,5,1,1
216.58.219.195-10.42.0.211-443-53059-6,158.65.110.24,55459,158.65.12.103,53,2,0,0.012398725,29,38.84084292,57,101,141.052849,0,0,1,0,0,1
222.73.28.96-10.42.0.211-80-36921-6,192.168.4.118,3540,125.6.164.43,80,1,0.47,0.491678726,74,72.58900145,282,390,445.260492,558,0,5,4,0.8,1
10.42.0.211-52.31.6.40-46596-443-6,192.168.4.118,2132,125.6.164.41,80,1,0.95,1.484672269,36,35.89915966,964,45497,44142.81681,46945,0,23,36,1.565217391,0
221.228.208.94-10.42.0.42-80-36736-6,192.168.5.122,45927,198.164.30.2,53,2,0.13,0.218568665,54,48.01844964,82,171,234.3900461,199,0,1,1,1,1
10.42.0.211-10.42.0.1-36330-53-17,158.65.110.24,47566,158.65.12.103,53,2,0,0.012398725,29,38.84084292,57,227,141.052849,0,0,1,0,0,1
172.217.6.228-10.42.0.211-443-49133-6,147.32.84.180,4147,165.199.8.51,25,1,3,1.5,0,0,192,0,0,0,0,4,0,0,1
10.42.0.42-103.235.46.212-52749-443-6,147.32.84.170,2075,208.100.48.40,22,1,3,1.5,0,0,192,0,0,0,0,4,0,0,1
10.42.0.151-10.42.0.1-40557-53-17,147.32.84.180,3955,178.121.31.113,6667,1,3,1.995,0,0,192,0,0,0,0,4,0,0,1
10.42.0.211-10.42.0.1-9819-53-17,85.17.225.251,49625,158.65.110.24,80,1,0.5,0.49,152,156.8,404,6302,6302,6594,152,6,7,1.166666667,1
10.42.0.211-66.198.24.253-53933-80-6,192.168.248.165,1129,174.106.129.93,16464,2,0.04,1.535,16,24,44,568,852,596,0,1,1,1,1
10.42.0.211-104.192.110.245-58945-80-6,147.32.84.180,1444,174.128.246.102,80,1,2.84,5.128403869,0,32.81559855,96,0,0,0,0,2,0,0,1
172.217.9.234-10.42.0.211-443-46213-6,147.32.84.150,4454,220.152.43.123,25,1,2.94,1.98,0,0,192,0,0,0,0,4,0,0,1
10.42.0.151-52.84.40.77-59548-443-6,80.97.156.132,7250,172.16.2.11,32245,2,22.83,24.841,79,70.8,219,81,80.2,249,0,5,6,1.2,0
10.42.0.42-125.211.204.209-45250-80-6,192.168.2.113,2701,63.245.209.72,443,1,0,31.41504798,0,356.4587332,40,0,28422.38964,40,0,1,1,1,1
8.0.6.4-8.6.0.1-0-0-0,192.168.1.104,16206,66.102.139.7,80,1,4.04,24.31584746,68,213.5423729,356,469,90286.91525,677,0,7,5,0.714285714,0
172.217.3.99-10.42.0.211-443-43523-6,147.32.84.180,1517,65.55.92.184,25,1,0,2.303783784,0,0,96,0,0,0,0,2,0,0,1
10.42.0.211-121.12.98.62-45489-80-6,192.168.2.108,1644,192.168.5.122,80,1,0,2.937229648,200,140.1968408,280,0,3232.103281,160,0,2,4,2,0
10.42.0.211-10.42.0.1-21246-53-17,192.168.1.101,1387,210.9.193.139,80,1,0.28,9.971153846,0,1722.038462,80,0,193521.0769,80,0,2,2,1,0
10.42.0.211-72.21.206.140-46324-443-6,192.168.2.110,4772,192.168.2.113,139,1,0.01,0.08875,981,981,1429,711,711,1119,0,11,10,0.909090909,1
172.217.10.110-10.42.0.211-443-37682-6,192.168.2.109,4567,203.73.24.75,80,1,1.55,1.355411481,80,92.436188,288,1317,9696.138956,1525,0,5,5,1,0
198.11.136.24-10.42.0.211-443-47735-6,158.65.110.24,54207,158.65.12.103,53,2,0,0.012398725,29,38.84084292,57,101,141.052849,0,0,1,0,0,1
